      Staurolite
      Hawthorne F C, Ungaretti L, Oberti R, Caucia F, Callegari A
      The Canadian Mineralogist 31 (1993) 551-582
      The crystal chemistry of staurolite. I. Crystal structure and site populations
      Sample Code: DW7/8II
      Locality: Antarctica
      _database_code_amcsd 0005324
      CELL PARAMETERS:   7.8682 16.6218  5.6573   90.000   90.104   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    739.881
      Density (g/cm3):      3.772
      MAX. ABS. INTENSITY / VOLUME**2:      2.988382492    
      RIR:      0.370
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                12.37         25.38        8.3109    0   2   0         2
                14.46         41.66        7.1117    1   1   0         4
                23.35          1.87        4.4238    1   1   1         4
                24.88         22.26        4.1554    0   4   0         2
                26.30          3.14        3.9341    2   0   0         2
                29.16         22.95        3.5558    2   2   0         4
                29.31          6.00        3.5379   -1   3   1         4
                29.34          7.70        3.5343    1   3   1         4
                32.15          4.90        3.2326   -2   0   1         2
                32.21          2.17        3.2272    2   0   1         2
                33.99         21.35        3.0623    1   5   0         4
                34.57         61.29        3.0128   -2   2   1         4
                34.62         74.43        3.0083    2   2   1         4
                36.52         14.92        2.8569    2   4   0         4
                36.90         33.95        2.8286    0   0   2         2
                37.70         59.41        2.7703    0   6   0         2
                38.82         76.08        2.6938   -1   5   1         4
                38.84         73.49        2.6922    1   5   1         4
                39.06         15.03        2.6778    0   2   2         4
                40.43          7.31        2.5907    3   1   0         4
                41.08         25.78        2.5515   -2   4   1         4
                41.12         30.37        2.5488    2   4   1         4
                43.79         93.28        2.4005   -1   3   2         4
                43.83         93.20        2.3982    1   3   2         4
                44.37         69.82        2.3706    3   3   0         4
                44.64         43.64        2.3570   -3   1   1         4
                44.70         39.91        2.3539    3   1   1         4
                45.02          2.58        2.3383    0   4   2         4
                45.84          8.32        2.2986   -2   0   2         2
                45.92          8.14        2.2946    2   0   2         2
                46.38          3.71        2.2733    1   7   0         4
                46.56         12.20        2.2651    2   6   0         4
                48.31          1.45        2.1876   -3   3   1         4
                48.37          1.12        2.1851    3   3   1         4
                50.21         25.90        2.1097   -1   7   1         4
                50.23         24.21        2.1090    1   7   1         4
                51.04          1.12        2.0777    0   8   0         2
                51.54          2.35        2.0591    3   5   0         4
                52.85          2.18        2.0114   -2   4   2         4
                52.93          1.72        2.0087    2   4   2         4
                53.78        100.00        1.9792    0   6   2         4
                54.14         50.74        1.9670    4   0   0         2
                55.09          1.36        1.9358   -3   5   1         4
                55.14          1.21        1.9340    3   5   1         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
