      Mirabilite
      Levy H A, Lisensky G C
      Acta Crystallographica B34 (1978) 3502-3510
      Crystal structures of sodium sulfate decahydrate (Glauber's salt) and
      sodium tetraborate decahydrate (borax). Redetermination by neutron diffraction
      Locality: Synthetic
      Note: anisoU's from ICSD
      _database_code_amcsd 0009648
      CELL PARAMETERS:  11.5120 10.3700 12.8470   90.000  107.789   90.000
      SPACE GROUP: P2_1/c    
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:   1460.340
      Density (g/cm3):      1.465
      MAX. ABS. INTENSITY / VOLUME**2:      2.398515438    
      RIR:      0.764
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                13.65          1.21        7.5332    1   1   0         4
                14.45          2.60        7.1161   -1   1   1         4
                16.83         16.28        6.1164    0   0   2         2
                17.49          7.30        5.8863    1   1   1         4
                18.80        100.00        5.4808    2   0   0         2
                19.35         24.99        5.3271   -1   1   2         4
                19.88          3.13        5.1850    0   2   0         2
                21.09         18.17        4.8915   -2   0   2         2
                21.61         38.50        4.7739    0   2   1         4
                21.69          1.14        4.7583    1   0   2         2
                23.89         15.39        4.3248    1   1   2         4
                26.20         10.71        3.9499   -1   1   3         4
                27.01         28.56        3.8333   -2   2   1         4
                27.50          5.92        3.7666    2   2   0         4
                28.24          4.10        3.6688   -3   0   2         2
                28.81          5.01        3.5988   -3   1   1         4
                29.00         12.28        3.5749    2   0   2         2
                30.00          6.68        3.4588   -3   1   2         4
                30.49         13.37        3.4044    2   2   1         4
                30.72          3.03        3.3797    2   1   2         4
                31.41          2.83        3.3071    1   1   3         4
                31.88         43.76        3.2592   -1   3   1         4
                32.43         53.81        3.2052    0   2   3         4
                33.43          4.13        3.1120    1   3   1         4
                33.44          1.22        3.1115   -2   2   3         4
                33.52         36.85        3.1045   -2   0   4         2
                33.65         13.07        3.0926    3   1   1         4
                33.94          2.98        3.0669   -1   1   4         4
                34.04          1.72        3.0582    0   0   4         2
                34.48          6.83        3.0202   -1   3   2         4
                35.41          9.66        2.9432    2   2   2         4
                36.03          2.37        2.8948    1   2   3         4
                36.66         14.55        2.8463   -4   0   2         2
                37.23          4.39        2.8045   -3   0   4         2
                37.34         18.54        2.7966    1   3   2         4
                37.50          1.73        2.7845    3   0   2         2
                38.07          1.95        2.7448   -4   1   2         4
                38.13          7.31        2.7404    4   0   0         2
                38.62          4.61        2.7072   -3   1   4         4
                38.88          4.26        2.6892    3   1   2         4
                38.92          4.85        2.6872   -1   3   3         4
                40.40          1.00        2.5925    0   4   0         2
                40.80          7.62        2.5683   -3   3   1         4
                41.34          1.99        2.5362    0   4   1         4
                41.68         21.87        2.5160    2   2   3         4
                41.68          1.12        2.5159   -3   3   2         4
                41.77          1.13        2.5111    3   3   0         4
                41.80          4.89        2.5093   -4   2   1         4
                42.05          1.68        2.4951   -4   2   2         4
                42.22          3.93        2.4853   -1   1   5         4
                42.94         18.54        2.4458   -4   0   4         2
                43.37          1.30        2.4228    4   2   0         4
                44.05          4.48        2.3869    0   4   2         4
                44.50          2.79        2.3639    3   3   1         4
                45.83          1.44        2.2989   -5   0   2         2
                46.19          4.88        2.2823   -2   2   5         4
                46.60          6.30        2.2630    4   2   1         4
                47.90          1.71        2.2052    4   1   2         4
                48.12          1.32        2.1954    1   1   5         4
                48.76          7.49        2.1685    3   3   2         4
                50.11          2.03        2.1136   -5   0   4         2
                50.49         15.13        2.0987    2   4   2         4
                51.22          4.71        2.0710   -5   1   4         4
                51.26          3.93        2.0693    4   2   2         4
                51.59          3.96        2.0572   -1   3   5         4
                51.61          1.31        2.0563    3   0   4         2
                51.68          1.35        2.0539   -5   2   3         4
                51.84          1.80        2.0477   -2   3   5         4
                52.11          4.29        2.0378    1   5   0         4
                52.36          5.06        2.0289   -1   5   1         4
                52.69          2.00        2.0170    3   1   4         4
                52.75          4.93        2.0150   -4   2   5         4
                53.26          1.15        1.9970    0   3   5         4
                53.41          2.77        1.9919    1   5   1         4
                53.90          1.18        1.9750   -2   2   6         4
                54.14          2.43        1.9672   -1   5   2         4
                54.17          1.51        1.9659   -1   2   6         4
                54.29          2.66        1.9621    3   3   3         4
                55.68          3.60        1.9166   -4   4   2         4
                55.76          4.69        1.9142   -5   3   2         4
                56.07          3.02        1.9047   -5   3   1         4
                56.30          1.27        1.8974    0   2   6         4
                56.89          1.79        1.8794    2   2   5         4
                58.68          1.87        1.8269    6   0   0         2
                59.28          2.14        1.8100   -1   3   6         4
                59.53          1.20        1.8032   -5   3   4         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
