      Sanidine
      Gering E
      Dissertation Kernforshungszentrum Karlsruhe 1 (1985) 1-97
      Silizium/Aluminium-Ordnung und Kristallperfektion von Sanidinen
      Note: Sample SAGA, X-ray diffraction
      Locality: Madagascar
      _database_code_amcsd 0020571
      CELL PARAMETERS:   8.5430 13.0190  7.1830   90.000  115.990   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    718.110
      Density (g/cm3):      2.574
      MAX. ABS. INTENSITY / VOLUME**2:      4.231514172    
      RIR:      0.767
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.56          5.54        6.6142    1   1   0         4
                15.81          7.09        6.5095    0   2   0         2
                15.94          2.17        6.4566    0   0   1         2
                17.59          7.89        5.8551   -1   1   1         4
                22.52          1.66        4.5841    0   2   1         4
                24.56         61.57        4.2082   -2   0   1         2
                26.29         19.53        3.9368    1   1   1         4
                26.96          4.11        3.8395    2   0   0         2
                27.41         78.72        3.7781    1   3   0         4
                28.64         15.03        3.6186   -1   3   1         4
                29.34         11.29        3.5340   -2   2   1         4
                29.97         49.96        3.4615   -1   1   2         4
                31.41        100.00        3.3071    2   2   0         4
                31.70         59.34        3.2778   -2   0   2         2
                31.93         29.18        3.2548    0   4   0         2
                32.20         78.93        3.2283    0   0   2         2
                34.82         56.21        2.9918    1   3   1         4
                35.61          7.98        2.9276   -2   2   2         4
                35.88         24.06        2.9064    0   4   1         4
                36.06         10.60        2.8922    0   2   2         4
                37.76         21.37        2.7665   -1   3   2         4
                40.35         17.80        2.5957   -3   1   2         4
                40.68          3.18        2.5753    2   2   1         4
                40.69         35.60        2.5746   -2   4   1         4
                41.15          9.00        2.5469    1   1   2         4
                41.76          9.21        2.5116    3   1   0         4
                42.27          4.02        2.4827    2   4   0         4
                43.42          8.84        2.4199   -1   5   1         4
                44.20         10.93        2.3791   -3   3   1         4
                45.38          5.29        2.3204   -1   1   3         4
                46.65          2.11        2.2610   -3   3   2         4
                47.35          1.08        2.2290   -2   2   3         4
                47.96          4.27        2.2026    1   5   1         4
                48.73         22.75        2.1698    0   6   0         2
                49.84          9.65        2.1244    2   4   1         4
                50.21          3.01        2.1100   -4   0   1         2
                50.36          4.62        2.1041   -4   0   2         2
                51.38          2.05        2.0651    2   0   2         2
                51.50          2.14        2.0605    3   1   1         4
                51.60          4.72        2.0568    0   6   1         4
                53.12         12.36        2.0021   -4   2   2         4
                54.10         11.08        1.9684    2   2   2         4
                54.60          2.67        1.9517   -3   3   3         4
                55.56          2.58        1.9207   -3   5   1         4
                55.59         10.03        1.9198    4   0   0         2
                56.00          5.80        1.9066   -4   0   3         2
                56.57          2.38        1.8890    2   6   0         4
                56.85          1.53        1.8806    3   3   1         4
                57.83          6.13        1.8513    1   1   3         4
                58.17          2.42        1.8414    4   2   0         4
                58.26          1.44        1.8388    1   5   2         4
                58.58          1.30        1.8297   -4   2   3         4
                58.73          2.86        1.8254    3   5   0         4
                59.31          3.96        1.8093   -2   6   2         4
                59.61          8.32        1.8009    0   6   2         4
                59.82          8.52        1.7952    0   4   3         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
