      Sanidine
      Gering E
      Dissertation Kernforshungszentrum Karlsruhe 1 (1985) 1-97
      Silizium/Aluminium-Ordnung und Kristallperfektion von Sanidinen
      Note: Sample SANU, neutron diffraction
      Locality: Madagascar
      _database_code_amcsd 0020572
      CELL PARAMETERS:   8.5430 13.0190  7.1830   90.000  115.990   90.000
      SPACE GROUP: C2/m      
      X-RAY WAVELENGTH:     1.790290
      Cell Volume:    718.110
      Density (g/cm3):      2.574
      MAX. ABS. INTENSITY / VOLUME**2:      4.186640855    
      RIR:      0.759
      RIR based on corundum from Acta Crystallographica A38 (1982) 733-739
               2-THETA      INTENSITY    D-SPACING   H   K   L   Multiplicity
                15.56          5.50        6.6142    1   1   0         4
                15.81          7.04        6.5095    0   2   0         2
                15.94          2.33        6.4566    0   0   1         2
                17.59          7.90        5.8551   -1   1   1         4
                22.52          1.62        4.5841    0   2   1         4
                24.56         62.98        4.2082   -2   0   1         2
                26.29         19.86        3.9368    1   1   1         4
                26.96          4.06        3.8395    2   0   0         2
                27.41         79.66        3.7781    1   3   0         4
                28.64         15.20        3.6186   -1   3   1         4
                29.34         11.25        3.5340   -2   2   1         4
                29.97         50.16        3.4615   -1   1   2         4
                31.41        100.00        3.3071    2   2   0         4
                31.70         59.78        3.2778   -2   0   2         2
                31.93         30.11        3.2548    0   4   0         2
                32.20         80.64        3.2283    0   0   2         2
                34.82         56.94        2.9918    1   3   1         4
                35.61          8.13        2.9276   -2   2   2         4
                35.88         24.08        2.9064    0   4   1         4
                36.06         10.57        2.8922    0   2   2         4
                37.76         21.16        2.7665   -1   3   2         4
                40.35         17.60        2.5957   -3   1   2         4
                40.68          3.05        2.5753    2   2   1         4
                40.69         35.88        2.5746   -2   4   1         4
                41.15          8.77        2.5469    1   1   2         4
                41.76          9.24        2.5116    3   1   0         4
                42.27          4.34        2.4827    2   4   0         4
                43.42          8.80        2.4199   -1   5   1         4
                44.20         10.94        2.3791   -3   3   1         4
                45.38          5.25        2.3204   -1   1   3         4
                46.65          2.07        2.2610   -3   3   2         4
                47.35          1.09        2.2290   -2   2   3         4
                47.96          4.27        2.2026    1   5   1         4
                48.73         22.70        2.1698    0   6   0         2
                49.84          9.78        2.1244    2   4   1         4
                50.21          2.99        2.1100   -4   0   1         2
                50.36          4.76        2.1041   -4   0   2         2
                51.38          2.13        2.0651    2   0   2         2
                51.50          2.12        2.0605    3   1   1         4
                51.60          4.67        2.0568    0   6   1         4
                53.12         12.39        2.0021   -4   2   2         4
                54.10         11.21        1.9684    2   2   2         4
                54.60          2.63        1.9517   -3   3   3         4
                55.56          2.67        1.9207   -3   5   1         4
                55.59          9.96        1.9198    4   0   0         2
                56.00          5.92        1.9066   -4   0   3         2
                56.57          2.54        1.8890    2   6   0         4
                56.85          1.50        1.8806    3   3   1         4
                57.83          6.09        1.8513    1   1   3         4
                58.17          2.56        1.8414    4   2   0         4
                58.26          1.34        1.8388    1   5   2         4
                58.58          1.31        1.8297   -4   2   3         4
                58.73          2.83        1.8254    3   5   0         4
                59.31          3.94        1.8093   -2   6   2         4
                59.61          8.55        1.8009    0   6   2         4
                59.82          8.70        1.7952    0   4   3         4
================================================================================
       XPOW Copyright 1993 Bob Downs, Ranjini Swaminathan and Kurt Bartelmehs
  For reference, see Downs et al. (1993) American Mineralogist 78, 1104-1107.
